transaction_id,customer_id,transaction_date,online_order,order_status,list_price,standard_cost,product_id
90,439,2017-08-15,True,Approved,478.16,298.72,123
91,1579,2017-04-15,True,Approved,1024.66,614.8,48
92,2984,2017-07-25,True,Approved,1945.43,333.18,141
93,3470,2017-11-28,True,Approved,1311.44,1167.18,76
94,1,2017-12-23,False,Approved,235.63,125.07,161
95,757,2017-02-26,False,Approved,441.49,84.99,95
96,1778,2017-02-21,False,Approved,1403.5,954.82,20
97,211,2017-05-31,True,Approved,1073.07,933.84,151
98,333,2017-06-23,,Approved,533.51,400.13,102
99,32,2017-03-26,False,Approved,569.56,528.43,179
100,119,2017-07-31,False,Approved,478.16,298.72,5
101,2347,2017-07-27,False,Approved,1148.64,689.18,50
102,2353,2017-04-14,False,Approved,1129.13,677.48,25
103,788,2017-11-12,False,Approved,1311.44,1167.18,76
104,1468,2017-09-12,False,Approved,1765.3,709.48,148
105,821,2017-10-26,False,Approved,1362.99,57.74,168
106,2489,2017-02-15,False,Approved,495.72,297.43,137
107,2710,2017-12-22,False,Approved,1555.58,818.01,150
108,947,2017-10-11,True,Approved,1992.93,762.63,63
109,1335,2017-03-27,True,Approved,1812.75,582.48,86
110,1076,2017-11-04,False,Approved,945.04,507.58,82
111,3320,2017-06-11,True,Approved,71.16,56.93,6
112,779,2017-10-09,False,Approved,792.9,594.68,159
113,3296,2017-06-07,True,Approved,358.39,215.03,184
114,455,2017-10-24,True,Approved,1873.97,863.95,143
115,1779,2017-05-01,False,Approved,642.31,513.85,144
116,2703,2017-11-21,True,Approved,360.4,270.3,139
117,806,2017-03-24,False,Approved,1810.0,1610.9,91
118,22,2017-03-21,False,Approved,1775.81,1580.47,53
119,1591,2017-02-20,False,Approved,1469.44,596.55,126
120,678,2017-06-16,False,Approved,495.72,297.43,7
121,50,2017-12-04,False,Approved,1538.99,829.65,62
122,1038,2017-12-01,True,Approved,1777.8,820.78,60
123,1453,2017-03-05,True,Approved,752.64,205.36,72
124,1339,2017-03-21,False,Approved,795.34,101.58,185
125,3382,2017-01-03,True,Approved,575.27,431.45,57
126,773,2017-04-01,False,Approved,795.34,101.58,109
127,2503,2017-03-16,True,Approved,290.62,215.14,158
128,1057,2017-02-26,False,Approved,1538.99,829.65,62
129,1397,2017-06-05,False,Approved,175.89,131.92,104
130,2134,2017-09-04,False,Approved,1769.64,108.76,94
131,2403,2017-01-18,True,Approved,1172.78,1043.77,181
132,1937,2017-09-28,False,Approved,1231.15,161.6,39
133,1282,2017-09-02,True,Approved,1065.03,230.09,176
134,2183,2017-05-09,False,Approved,1765.3,709.48,148
135,1788,2017-10-17,False,Approved,792.9,594.68,159
136,1170,2017-04-25,True,Approved,1807.45,778.69,128
137,431,2017-09-23,False,Approved,1942.61,,8
138,1940,2017-08-02,False,Approved,1065.03,230.09,69
139,2073,2017-03-25,False,Cancelled,1179.0,707.4,74
140,462,2017-01-01,False,Approved,1274.93,764.96,38
141,2728,2017-12-22,False,Approved,1945.43,333.18,36
142,2053,2017-12-25,False,Approved,1289.85,74.51,98
143,2135,2017-01-26,True,Approved,1977.36,1759.85,119
144,1217,2017-12-20,False,Approved,1890.39,260.14,173
145,2992,2017-06-07,True,Approved,980.37,234.43,31
146,3261,2017-04-06,True,Approved,416.98,312.74,90
147,2748,2017-04-25,True,Approved,544.05,376.84,132
148,3262,2017-01-13,False,Approved,1386.84,1234.29,43
149,788,2017-03-21,False,Approved,1362.99,57.74,168
150,3067,2017-11-21,True,Approved,742.54,667.4,34
151,701,2017-11-11,False,Approved,230.91,173.18,73
152,648,2017-10-16,False,Approved,1415.01,1259.36,174
153,3286,2017-08-19,True,Approved,1793.43,248.82,83
154,3383,2017-04-06,True,Approved,2091.47,388.92,23
155,982,2017-11-04,True,Approved,688.63,612.88,112
156,676,2017-08-22,True,Approved,1842.92,1105.75,42
157,385,2017-09-15,True,Approved,748.17,448.9,29
158,1229,2017-03-01,True,Approved,175.89,131.92,104
159,3232,2017-08-16,False,Approved,1466.68,363.25,35
160,3300,2017-08-27,False,Approved,1656.86,,8
161,2381,2017-07-10,False,Approved,792.9,594.68,135
162,371,2017-12-11,False,Approved,1765.3,709.48,148
163,2519,2017-05-20,True,Approved,1073.07,933.84,151
164,2264,2017-07-30,False,Approved,1024.66,614.8,48
165,2637,2017-10-25,True,Approved,2091.47,388.92,23
166,3262,2017-11-27,False,Approved,1765.3,709.48,148
167,3177,2017-04-26,,Approved,363.01,290.41,170
168,2267,2017-02-02,False,Approved,1179.0,707.4,163
169,456,2017-05-02,False,Approved,202.62,151.96,182
170,404,2017-10-16,,Approved,227.88,136.73,28
171,3121,2017-10-22,False,Approved,1036.59,206.35,189
172,2365,2017-04-11,True,Approved,1894.19,598.76,111
173,2528,2017-11-16,False,Approved,1036.59,206.35,189
174,3151,2017-12-17,False,Approved,1466.68,363.25,35
175,3241,2017-12-23,False,Approved,1538.99,829.65,62
176,1335,2017-03-30,True,Approved,1228.07,400.91,142
177,2234,2017-04-13,False,Approved,363.01,290.41,170
178,3226,2017-07-25,True,Approved,183.86,137.9,113
179,1365,2017-01-31,False,Approved,478.16,298.72,123
180,3349,2017-03-18,True,Approved,1775.81,1580.47,53
181,1002,2017-02-24,False,Approved,1024.66,614.8,48
182,2282,2017-02-18,False,Approved,1661.92,1479.11,46
183,2656,2017-01-07,False,Approved,1289.85,74.51,98
184,2409,2017-07-05,True,Approved,1842.92,1105.75,138
185,1711,2017-11-19,False,Approved,642.31,513.85,172
186,2582,2017-11-08,True,Approved,1024.66,614.8,48
187,1005,2017-07-24,True,Approved,1873.97,863.95,19
188,1597,2017-01-15,True,Approved,2091.47,388.92,23
189,2713,2017-01-12,True,Approved,183.86,137.9,113
190,1435,2017-11-27,True,Approved,1793.43,248.82,83
191,1477,2017-06-30,True,Approved,774.53,464.72,78
192,1614,2017-07-15,True,Approved,230.91,173.18,10
193,1254,2017-06-22,True,Approved,1231.15,161.6,39
194,1423,2017-05-02,False,Approved,1538.99,829.65,62
195,276,2017-12-27,False,Approved,586.45,521.94,154
196,1315,2017-12-21,True,Approved,12.01,7.21,52
197,591,2017-05-23,True,Approved,441.49,84.99,95
198,1017,2017-02-02,False,Approved,1762.96,950.52,142
199,2123,2017-06-08,False,Approved,1311.44,1167.18,76
200,2889,2017-04-15,True,Approved,1890.39,260.14,114
201,3208,2017-09-05,True,Approved,533.51,400.13,18
202,2406,2017-02-26,True,Approved,688.63,612.88,59
203,2041,2017-07-29,False,Approved,544.05,376.84,132
204,1598,2017-07-03,True,Approved,586.45,521.94,154
205,1842,2017-05-27,True,Approved,912.52,141.4,116
206,141,2017-05-05,False,Approved,1129.13,677.48,26
207,1321,2017-09-09,False,Approved,1635.3,993.66,177
208,183,2017-05-21,False,Approved,2005.66,1203.4,105
209,2591,2017-09-22,False,Approved,1415.01,1259.36,117
210,3356,2017-04-12,True,Approved,1483.2,99.59,125
211,766,2017-05-07,True,Approved,1458.17,874.9,87
212,1596,2017-01-13,False,Approved,1469.44,596.55,152
213,520,2017-12-14,False,Approved,1148.64,689.18,156
214,868,2017-03-22,True,Approved,1289.85,74.51,98
215,2999,2017-09-30,False,Approved,1765.3,709.48,148
216,352,2017-11-29,True,Approved,360.4,270.3,139
217,1140,2017-06-09,False,Approved,1873.97,863.95,143
218,621,2017-04-21,False,Approved,1894.19,598.76,88
219,3307,2017-11-13,False,Approved,590.26,525.33,21
220,1502,2017-04-09,True,Approved,1466.68,363.25,35
221,936,2017-05-08,False,Approved,1403.5,954.82,81
222,939,2017-07-08,True,Approved,1703.52,1516.13,32
223,2698,2017-11-30,False,Approved,590.26,525.33,21
224,579,2017-04-25,True,Approved,792.9,594.68,135
225,2036,2017-03-30,True,Approved,1292.84,13.44,110
226,3077,2017-03-10,False,Approved,1703.52,1516.13,32
227,369,2017-03-16,True,Approved,235.63,125.07,161
228,821,2017-04-04,True,Approved,1163.89,589.27,41
229,2687,2017-03-13,True,Approved,574.64,459.71,51
230,681,2017-12-23,True,Approved,235.63,125.07,161
231,37,2017-08-12,True,Approved,1793.43,248.82,97
232,3002,2017-08-04,False,Approved,748.17,448.9,70
233,396,2017-09-01,False,Approved,1890.39,260.14,173
234,550,2017-09-01,True,Approved,1842.92,1105.75,138
235,1605,2017-07-02,False,Approved,1240.31,795.1,146
236,2325,2017-08-31,True,Approved,1311.44,1167.18,30
237,1420,2017-03-11,True,Approved,688.63,612.88,59
238,3099,2017-10-08,False,Approved,1231.15,161.6,39
239,1645,2017-10-01,True,Approved,71.16,56.93,120
240,546,2017-11-23,False,Approved,1071.23,380.74,55
241,2885,2017-03-27,True,Approved,235.63,125.07,161
242,2740,2017-12-04,False,Approved,1890.39,260.14,114
243,3166,2017-11-13,True,Approved,1483.2,99.59,125
244,3487,2017-12-20,True,Approved,1992.93,762.63,124
245,2890,2017-09-22,True,Approved,1311.44,1167.18,76
246,3370,2017-01-22,False,Approved,795.34,101.58,185
247,3393,2017-01-29,True,Approved,958.74,748.9,44
248,2410,2017-07-21,False,Approved,1890.39,260.14,114
249,3466,2017-02-10,True,Approved,71.16,56.93,120
250,1454,2017-11-25,False,Cancelled,1762.96,950.52,100
251,1967,2017-04-11,,Approved,1483.2,99.59,125
252,3089,2017-12-03,False,Approved,1765.3,709.48,148
253,3123,2017-12-30,False,Approved,590.26,525.33,21
254,2692,2017-07-26,False,Approved,1071.23,380.74,131
255,2801,2017-04-01,True,Cancelled,544.05,376.84,132
256,1580,2017-10-22,True,Approved,1577.53,826.51,41
257,352,2017-03-22,False,Approved,1807.45,778.69,128
258,1777,2017-06-15,True,Approved,533.51,400.13,102
259,142,2017-07-06,True,Approved,1179.0,707.4,163
260,3393,2017-12-28,False,Approved,230.91,173.18,73
261,599,2017-05-09,False,Approved,1024.66,614.8,48
262,1258,2017-01-18,False,Approved,100.35,75.26,171
263,3405,2017-10-22,True,Approved,795.34,101.58,109
264,3198,2017-01-30,False,Approved,1577.53,826.51,85
265,834,2017-06-26,False,Approved,1775.81,1580.47,53
266,3467,2017-11-07,True,Approved,1769.64,108.76,94
267,3436,2017-08-13,True,Approved,792.9,594.68,135
268,1516,2017-08-27,False,Approved,1636.9,44.71,133
269,2833,2017-01-25,True,Approved,1274.93,764.96,38
270,2362,2017-02-13,False,Approved,71.49,53.62,22
271,2337,2017-07-11,False,Approved,499.53,388.72,64
272,2149,2017-04-30,True,Approved,358.39,215.03,7
273,2133,2017-05-19,False,Approved,1151.96,649.49,153
274,360,2017-05-26,True,Approved,227.88,136.73,28
275,2969,2017-02-03,True,Approved,642.31,513.85,144
276,1720,2017-04-28,False,Approved,575.27,431.45,49
277,2904,2017-03-23,False,Approved,1148.64,689.18,50
278,754,2017-06-03,False,Approved,742.54,667.4,34
279,1826,2017-04-25,False,Approved,1403.5,954.82,81
280,2487,2017-04-08,False,Approved,1065.03,230.09,176
281,2815,2017-02-18,False,Approved,1458.17,874.9,87
282,541,2017-05-04,False,Approved,1403.5,954.82,20
283,302,2017-03-29,False,Approved,1661.92,1479.11,46
284,2024,2017-10-03,True,Approved,1769.64,108.76,94
285,142,2017-07-27,True,Approved,1762.96,950.52,100
286,768,2017-08-07,True,Approved,183.86,137.9,113
287,2147,2017-02-07,True,Approved,1289.85,74.51,82
288,529,2017-11-20,True,Approved,945.04,507.58,82
289,825,2017-02-23,False,Approved,1163.89,589.27,41
290,624,2017-04-05,True,Approved,1894.19,598.76,111
291,2302,2017-11-07,False,Approved,1577.53,826.51,85
292,3380,2017-10-28,False,Approved,1977.36,1759.85,127
293,314,2017-11-19,False,Approved,227.88,136.73,11
294,1079,2017-08-25,True,Approved,1555.58,818.01,150
295,1643,2017-01-20,True,Approved,1274.93,764.96,38
296,1524,2017-03-14,True,Approved,100.35,75.26,171
297,3205,2017-04-14,True,Approved,575.27,431.45,49
298,2860,2017-11-20,True,Approved,1024.66,614.8,48
299,772,2017-05-24,False,Approved,1163.89,589.27,41
300,323,2017-03-25,True,Approved,1129.13,677.48,25
301,2530,2017-03-24,,Approved,1765.3,709.48,148
302,2426,2017-03-17,True,Approved,1810.0,1610.9,91
303,1883,2017-11-18,False,Approved,1762.96,950.52,100
304,2745,2017-04-07,False,Approved,1231.15,161.6,39
305,2819,2017-01-04,False,Approved,1240.31,795.1,146
306,792,2017-12-13,False,Approved,2005.66,1203.4,61
307,923,2017-04-20,False,Approved,1403.5,954.82,81
308,3353,2017-07-21,False,Approved,980.37,234.43,31
309,3394,2017-11-27,False,Approved,1636.9,44.71,133
310,3213,2017-10-21,False,Approved,1873.97,863.95,143
311,3260,2017-03-07,False,Approved,1769.64,108.76,147
312,1015,2017-12-04,False,Approved,1403.5,954.82,20
313,2266,2017-01-25,False,Approved,1151.96,649.49,153
314,58,2017-08-20,True,Approved,227.88,136.73,28
315,3118,2017-12-18,True,Approved,1894.19,598.76,88
316,1414,2017-08-01,False,Approved,478.16,298.72,123
317,2202,2017-06-19,True,Approved,363.01,290.41,170
318,2144,2017-05-31,True,Approved,642.7,211.37,75
319,1033,2017-10-09,True,Approved,1807.45,778.69,128
320,2157,2017-06-20,True,Approved,958.74,748.9,44
321,1097,2017-01-23,False,Approved,945.04,507.58,82
322,2757,2017-04-19,False,Approved,1231.15,161.6,39
323,87,2017-11-08,True,Approved,544.05,376.84,132
324,2049,2017-10-11,False,Approved,1636.9,44.71,164
325,952,2017-11-14,True,Approved,478.16,298.72,123
326,1745,2017-01-20,False,Approved,1894.19,598.76,111
327,40,2017-05-09,True,Approved,1403.5,954.82,20
328,372,2017-10-17,True,Approved,358.39,215.03,184
329,1627,2017-08-11,True,Approved,1555.58,818.01,150
330,444,2017-11-15,False,Approved,1403.5,954.82,20
331,217,2017-05-23,False,Approved,586.45,521.94,121
332,1656,2017-08-02,True,Approved,1842.92,1105.75,138
333,485,2017-12-16,True,Approved,1280.28,829.51,115
334,2252,2017-02-21,False,Approved,774.53,464.72,162
335,3103,2017-11-01,False,Approved,569.56,528.43,179
336,506,2017-10-05,True,Approved,1894.19,598.76,111
337,1615,2017-10-30,,Approved,1148.64,689.18,156
338,1881,2017-01-02,True,Approved,642.7,211.37,75
339,2903,2017-12-04,True,Approved,1807.45,778.69,128
340,1274,2017-12-16,False,Approved,533.51,400.13,102
341,1443,2017-08-27,False,Approved,1403.5,954.82,20
342,2091,2017-03-14,False,Approved,1777.8,820.78,60
343,1478,2017-03-11,,Approved,586.45,521.94,121
344,1493,2017-07-09,False,Approved,1311.44,1167.18,30
345,1614,2017-03-21,False,Approved,792.9,594.68,159
346,476,2017-07-19,False,Approved,1762.96,950.52,100
347,1777,2017-04-12,True,Approved,1661.92,1479.11,46
348,940,2017-08-11,False,Approved,1458.17,874.9,87
349,2930,2017-10-20,True,Approved,1036.59,206.35,189
350,2354,2017-10-26,True,Approved,499.53,388.72,64
351,1582,2017-06-15,False,Approved,1061.56,733.58,118
352,416,2017-06-19,False,Approved,774.53,464.72,78
353,1013,2017-04-20,True,Approved,1148.64,689.18,50
354,533,2017-11-14,False,Approved,2083.94,675.03,157
355,968,2017-03-22,True,Approved,1538.99,829.65,155
356,727,2017-07-09,True,Approved,1198.46,381.1,166
357,1160,2017-04-13,False,Approved,1240.31,795.1,146
358,3425,2017-12-06,True,Approved,227.88,136.73,28
359,1614,2017-11-10,True,Approved,1945.43,333.18,36
360,2140,2017-04-26,True,Approved,1240.31,795.1,134
361,2589,2017-01-31,False,Approved,1292.84,13.44,45
362,2920,2017-09-22,True,Approved,980.37,234.43,31
363,62,2017-08-14,True,Approved,1945.43,333.18,141
364,1112,2017-09-13,False,Approved,642.7,211.37,75
365,1995,2017-05-03,True,Approved,1812.75,582.48,86
366,1965,2017-08-22,False,Approved,1216.14,1082.36,67
367,1614,2017-03-10,False,Approved,850.89,,8
368,366,2017-01-24,True,Approved,2005.66,1203.4,61
369,2682,2017-07-29,False,Approved,1179.0,707.4,74
370,2993,2017-08-03,True,Approved,1765.3,709.48,148
371,1887,2017-08-28,False,Approved,1769.64,108.76,94
372,1692,2017-08-16,True,Approved,183.86,137.9,113
373,1927,2017-06-24,False,Approved,1403.5,954.82,20
374,2567,2017-03-07,False,Approved,958.74,748.9,44
375,3276,2017-07-05,True,Approved,1362.99,57.74,47
376,1808,2017-02-09,False,Approved,478.16,298.72,5
377,2368,2017-10-17,False,Approved,980.37,234.43,31
378,470,2017-10-27,False,Approved,795.34,101.58,109
379,3270,2017-03-03,False,Approved,1775.81,1580.47,53
380,1683,2017-08-20,True,Approved,2091.47,388.92,23
381,880,2017-09-18,True,Approved,1842.92,1105.75,42
382,309,2017-12-02,True,Approved,2083.94,675.03,157
383,1698,2017-11-28,True,Approved,1812.75,582.48,86
384,1434,2017-08-28,False,Approved,1071.23,380.74,131
385,2712,2017-05-14,False,Approved,1894.19,598.76,88
386,892,2017-10-01,False,Approved,1163.89,589.27,41
387,832,2017-10-15,True,Approved,1036.59,206.35,189
388,1033,2017-05-03,True,Approved,1057.51,154.4,80
389,2834,2017-02-15,True,Approved,1024.66,614.8,48
390,3015,2017-01-04,False,Approved,1555.58,818.01,150
391,3484,2017-10-12,False,Approved,774.53,464.72,162
392,2775,2017-03-19,False,Approved,742.54,667.4,34
393,1208,2017-08-30,True,Approved,912.52,141.4,116
394,2109,2017-06-29,False,Approved,1280.28,829.51,115
395,3195,2017-10-12,True,Approved,1151.96,649.49,93
396,3366,2017-06-27,True,Approved,1198.46,381.1,166
397,2492,2017-02-27,False,Approved,1292.84,13.44,45
398,389,2017-03-12,True,Approved,227.88,136.73,28
399,1306,2017-12-18,,Approved,2083.94,675.03,157
400,552,2017-07-24,True,Approved,71.49,53.62,5
401,3009,2017-05-05,False,Approved,1538.99,829.65,155
402,2925,2017-06-14,False,Approved,1198.46,381.1,166
403,140,2017-02-17,False,Approved,1386.84,1234.29,43
404,209,2017-09-14,True,Approved,544.05,376.84,132
405,225,2017-06-19,False,Approved,642.31,513.85,144
406,1595,2017-04-17,False,Approved,358.39,215.03,7
407,2559,2017-06-14,True,Approved,710.59,,8
408,769,2017-12-11,False,Approved,575.27,431.45,49
409,1282,2017-05-08,False,Approved,688.63,612.88,59
410,2377,2017-03-07,False,Approved,1538.99,829.65,155
411,3355,2017-12-30,False,Approved,478.16,298.72,123
412,2350,2017-05-11,True,Approved,1775.81,1580.47,53
413,720,2017-09-09,False,Approved,1977.36,1759.85,119
414,3249,2017-02-02,True,Approved,1807.45,778.69,128
415,2939,2017-10-01,True,Approved,642.31,513.85,144
416,1035,2017-11-03,True,Approved,1024.66,614.8,48
417,492,2017-10-02,False,Approved,1945.43,333.18,141
418,3100,2017-12-10,True,Approved,1812.75,582.48,86
419,1586,2017-04-19,False,Approved,1231.15,161.6,79
420,31,2017-05-25,True,Approved,742.54,667.4,183
421,887,2017-04-28,False,Approved,1216.14,1082.36,33
422,3356,2017-08-26,False,Approved,1274.93,764.96,38
423,2498,2017-09-15,True,Approved,1538.99,829.65,155
424,3415,2017-03-03,True,Approved,1635.3,993.66,180
425,2828,2017-09-06,False,Approved,1703.52,1516.13,66
426,3117,2017-04-24,True,Approved,1812.75,582.48,86
427,2850,2017-11-19,False,Approved,495.72,297.43,137
428,2779,2017-11-30,True,Approved,478.16,298.72,123
429,683,2017-12-15,False,Approved,290.62,215.14,158
430,2342,2017-10-26,False,Approved,1071.23,380.74,55
431,3388,2017-02-12,False,Approved,980.37,234.43,31
432,1968,2017-06-19,True,Approved,1555.58,818.01,150
433,2923,2017-12-17,True,Approved,1812.75,582.48,86
434,15,2017-03-10,False,Approved,544.05,376.84,132
435,2659,2017-07-22,True,Approved,1483.2,99.59,24
436,3417,2017-09-26,True,Approved,1172.78,1043.77,181
437,1862,2017-08-27,True,Approved,1577.53,826.51,41
438,1670,2017-04-17,False,Approved,642.31,513.85,144
439,2126,2017-12-05,True,Approved,1311.44,1167.18,76
440,2702,2017-10-20,True,Approved,1292.84,13.44,110
441,125,2017-02-25,True,Approved,1065.03,230.09,176
442,750,2017-04-24,True,Approved,1483.2,99.59,125
443,359,2017-01-25,False,Approved,1280.28,829.51,106
444,2820,2017-09-10,False,Approved,1311.44,1167.18,76
445,850,2017-11-25,True,Approved,1807.45,778.69,128
446,3072,2017-05-23,False,Approved,175.89,131.92,104
447,820,2017-06-23,False,Approved,71.49,53.62,5
448,919,2017-09-28,True,Approved,1129.13,677.48,25
449,1250,2017-03-31,False,Approved,1992.93,762.63,63
450,1655,2017-05-01,False,Approved,574.64,459.71,27
451,1194,2017-12-02,True,Approved,543.39,407.54,68
452,234,2017-03-20,False,Approved,1469.44,596.55,152
453,724,2017-11-22,False,Approved,742.54,667.4,34
454,1976,2017-05-03,False,Approved,742.54,667.4,34
455,193,2017-08-16,True,Approved,1777.8,820.78,60
456,1588,2017-01-30,True,Approved,792.9,594.68,159
457,290,2017-10-10,False,Approved,1036.59,206.35,189
458,167,2017-03-25,False,Approved,1311.44,1167.18,30
459,2821,2017-04-29,True,Approved,2005.66,1203.4,105
460,1201,2017-08-07,False,Approved,1071.23,380.74,55
461,893,2017-07-09,False,Approved,1289.85,74.51,98
462,2794,2017-09-05,True,Approved,478.16,298.72,123
463,3166,2017-07-14,True,Approved,1172.78,1043.77,181
464,1422,2017-10-13,False,Approved,586.45,521.94,154
465,3476,2017-04-17,False,Approved,230.91,173.18,73
466,505,2017-06-24,True,Approved,1577.53,826.51,41
467,1132,2017-10-15,False,Approved,1061.56,733.58,118
468,2363,2017-11-02,True,Approved,795.34,101.58,109
469,1816,2017-10-11,False,Approved,1231.15,161.6,39
470,73,2017-04-30,False,Approved,575.27,431.45,49
471,647,2017-01-21,True,Approved,575.27,431.45,49
472,1304,2017-02-09,True,Approved,590.26,525.33,21
473,344,2017-11-11,False,Approved,2005.66,1203.4,61
474,1001,2017-10-07,True,Approved,575.27,431.45,49
475,2724,2017-08-10,False,Approved,1661.92,1479.11,46
476,1787,2017-08-19,True,Approved,1466.68,363.25,54
477,367,2017-02-12,,Approved,1945.43,333.18,141
478,524,2017-01-18,True,Approved,358.39,215.03,184
479,479,2017-09-08,True,Approved,792.9,594.68,135
480,1782,2017-04-17,True,Approved,1280.28,829.51,106
481,361,2017-03-15,True,Approved,1661.92,1479.11,46
482,1135,2017-04-22,False,Approved,1024.66,614.8,48
483,1591,2017-02-15,True,Approved,1061.56,733.58,118
484,941,2017-05-04,True,Approved,2091.47,388.92,23
485,804,2017-03-17,False,Approved,1636.9,44.71,164
486,2729,2017-07-24,True,Approved,1538.99,829.65,62
487,223,2017-02-15,True,Approved,499.53,388.72,64
488,1571,2017-09-09,True,Approved,1466.68,363.25,35
489,2747,2017-01-25,False,Approved,1148.64,689.18,156
